"","batter","PA","OPS","year","fullname","birthdate"
"421",40737,532,0.694355,2011,"Angel Pagan","1981-07-02"
"422",40851,248,0.662618,2011,"Ronny Paulino","1981-04-21"
"423",41401,272,0.575097,2011,"Humberto Quintero","1979-08-02"
"424",41542,7,0,2011,"Jeremy Reed","1981-06-15"
"425",58450,555,0.692806,2014,"Jordy Mercer","1986-08-27"
"426",58470,100,0.684615,2014,"Tyler Moore","1987-01-30"
"427",58495,130,0.828297,2014,"Kirk Nieuwenhuis","1987-08-07"
"428",58524,47,0.554348,2014,"Tyler Pastornicky","1989-12-13"
"429",58548,605,0.853582,2014,"Buster Posey","1987-03-27"
"430",58632,43,0.398671,2014,"Josh Satin","1984-12-23"
"431",58639,136,0.554058,2014,"Logan Schafer","1986-09-08"
"432",58649,18,0.6,2014,"Xavier Scruggs","1987-09-23"
"433",58782,68,0.607118,2014,"Logan Watkins","1989-08-29"
"434",58809,299,0.652525,2014,"Didi Gregorius","1990-02-18"
"435",58850,54,0.477124,2014,"Donald Lutz","1989-02-06"
"436",58880,650,0.703789,2014,"Dee Gordon","1988-04-22"
"437",58917,364,0.634318,2014,"Danny Espinosa","1987-04-25"
"438",58918,41,0.450281,2014,"Brent Morel","1987-04-21"
"439",59112,447,0.677136,2014,"Ender Inciarte","1990-10-29"
"440",59145,612,0.771861,2014,"Marcell Ozuna","1990-11-12"
"441",45387,212,0.684972,2011,"Jeff Baker","1981-06-21"
"442",1487,289,0.832833,2006,"Corey Koskie","1973-06-28"
"443",1202,107,0.717103,2006,"Jeff Conine","1966-06-27"
"444",1064,108,0.748316,2006,"Jason Smith","1977-07-24"
"445",1073,635,0.720528,2006,"Randy Winn","1974-06-09"
"446",946,237,0.60651,2006,"John Mabry","1970-10-17"
"447",958,204,0.926991,2006,"Olmedo Saenz","1970-10-08"
"448",45376,9,0.730158,2006,"Freddy Guzman","1981-01-20"
"449",45379,215,0.663581,2006,"Kendrys Morales","1983-06-20"
"450",45380,405,0.649227,2006,"Brian Anderson","1982-03-11"
"451",45382,12,1.2197,2006,"Joaquin Arias","1984-09-21"
"452",45397,524,0.751612,2006,"Melky Cabrera","1984-08-11"
"453",45401,42,0.958099,2006,"Brent Clevlen","1983-10-27"
"454",45403,252,0.709063,2006,"Shane Costa","1981-12-12"
"455",33713,80,0.622661,2007,"Ronny Cedeno","1983-02-02"
"456",33865,530,0.812887,2007,"Ryan Church","1978-10-14"
"457",42709,210,0.788872,2006,"Ryan Shealy","1979-08-29"
"458",42726,412,0.806294,2006,"Chris Shelton","1980-06-26"
"459",43232,21,0.390476,2006,"Adam Stern","1980-02-12"
"460",43258,8,0,2006,"Chris Stewart","1982-02-19"
"461",43583,439,0.873518,2006,"Mark Teahen","1981-09-06"
"462",43755,49,0.706122,2006,"Terry Tiffee","1979-04-21"
"463",38871,30,0.833333,2007,"Carlos Maldonado","1979-01-03"
"464",39185,453,0.746451,2007,"Kazuo Matsui","1975-10-23"
"465",496,652,0.727561,2006,"Luis Castillo","1975-09-12"
"466",502,429,0.695485,2006,"Alex Gonzalez","1977-02-15"
"467",340,681,0.792457,2006,"Adrian Beltre","1979-04-07"
"468",346,264,0.60941,2006,"Alex Cora","1975-10-18"
"469",355,586,0.739805,2006,"Mark Grudzielanek","1970-06-30"
"470",389,675,0.738445,2006,"Orlando Cabrera","1974-11-02"
"471",46150,93,0.759175,2006,"Chris Iannetta","1983-04-08"
"472",46660,15,0.552381,2006,"Vinny Rottino","1980-04-07"
"473",45623,682,0.821638,2006,"Ryan Zimmerman","1984-09-28"
"474",45962,441,0.842352,2006,"Andre Ethier","1982-04-10"
"475",46014,102,0.606895,2006,"Kevin Frandsen","1982-05-24"
"476",167,72,0.639059,2007,"Miguel Cairo","1974-05-04"
"477",173,47,0.661111,2007,"Mike DiFelice","1969-05-28"
"478",74,476,0.620922,2007,"Marcus Giles","1978-05-18"
"479",79,308,0.665243,2007,"Wes Helms","1976-05-12"
"480",85,600,1.02929,2007,"Chipper Jones","1972-04-24"
"481",86,659,0.723664,2007,"Andruw Jones","1977-04-23"
"482",115,557,0.758737,2007,"Ronnie Belliard","1975-04-07"
"483",133,503,0.73952,2007,"Bill Hall","1979-12-28"
"484",139,464,0.790395,2007,"Geoff Jenkins","1974-07-21"
"485",10650,376,0.711444,2006,"Damian Miller","1969-10-13"
"486",1501,543,0.769482,2006,"A.J. Pierzynski","1976-12-30"
"487",1461,184,0.700455,2006,"Dmitri Young","1973-10-11"
"488",1463,456,0.834847,2006,"Casey Blake","1973-08-23"
"489",17553,344,0.624686,2005,"Tike Redman","1977-03-10"
"490",17625,114,0.567168,2005,"Scott Seabol","1975-05-17"
"491",36288,82,0.682963,2006,"Nick Green","1978-09-10"
"492",36288,45,0.276923,2006,"Nick Green","1978-09-10"
"493",1298,732,0.898719,2005,"Michael Young","1976-10-19"
"494",1310,688,0.805382,2005,"Johnny Damon","1973-11-05"
"495",1327,645,0.792131,2005,"Shea Hillenbrand","1975-07-27"
"496",1346,632,0.850887,2006,"Freddy Sanchez","1977-12-21"
"497",1358,617,0.982105,2006,"Carlos Beltran","1977-04-24"
"498",1393,246,0.609613,2006,"Neifi Perez","1973-06-02"
"499",1395,227,0.703906,2006,"Joe Randa","1969-12-18"
"500",1403,74,0.699807,2006,"Michael Tucker","1971-06-25"
"501",1413,220,0.74057,2006,"Damion Easley","1969-11-11"
"502",1417,141,0.667491,2006,"Robert Fick","1974-03-15"
"503",1426,135,0.666144,2006,"Damian Jackson","1973-08-16"
"504",1431,26,0.593406,2006,"George Lombard","1975-09-14"
"505",1437,156,0.616749,2006,"Eric Munson","1977-10-03"
"506",6514,167,0.815197,2006,"Ross Gload","1976-04-05"
"507",37391,399,0.777414,2006,"Maicer Izturis","1980-09-12"
"508",751,639,0.662225,2005,"Jack Wilson","1977-12-29"
"509",750,238,0.807875,2005,"Craig Wilson","1976-11-30"
"510",648,26,0.682692,2005,"Ramon Vazquez","1976-08-21"
"511",669,441,0.756809,2005,"Travis Lee","1975-05-26"
"512",684,378,0.846279,2005,"Placido Polanco","1975-10-10"
"513",686,439,0.635951,2005,"Nick Punto","1977-11-08"
"514",525,190,0.778487,2006,"Mike Redmond","1971-05-05"
"515",46724,108,0.609424,2006,"Troy Tulowitzki","1984-10-10"
"516",1487,488,0.837474,2004,"Corey Koskie","1973-06-28"
"517",759,242,0.867692,2005,"Russell Branyan","1975-12-19"
"518",760,587,0.79482,2005,"Sean Casey","1974-07-02"
"519",769,671,0.927076,2005,"Adam Dunn","1979-11-09"
"520",1231,664,0.821423,2005,"Melvin Mora","1972-02-02"
"521",953,20,0.633333,2004,"Greg Myers","1966-04-14"
"522",574,442,0.778053,2005,"Mike Piazza","1968-09-04"
"523",668,55,0.668953,2006,"Ricky Ledee","1973-11-22"
"524",668,36,0.413194,2006,"Ricky Ledee","1973-11-22"
"525",31757,67,0.791542,2004,"Jason Kubel","1982-05-25"
"526",1611,184,0.835178,2004,"Marcus Thames","1977-03-06"
"527",1620,498,0.790474,2004,"Rondell White","1972-02-23"
"528",1622,651,0.794938,2004,"Bernie Williams","1968-09-13"
"529",1623,262,0.578846,2004,"Enrique Wilson","1973-07-27"
"530",2839,107,0.736538,2004,"Hiram Bocachica","1976-03-04"
"531",6514,260,0.853149,2004,"Ross Gload","1976-04-05"
"532",9031,128,0.569597,2004,"Tim Laker","1969-11-27"
"533",9495,44,0.393513,2004,"Mendy Lopez","1973-10-15"
"534",10225,168,0.731355,2004,"Dave Mccarty","1969-11-23"
"535",10650,442,0.741659,2004,"Damian Miller","1969-10-13"
"536",628,480,0.846508,2004,"Ryan Klesko","1971-06-12"
"537",631,235,0.773936,2004,"Ray Lankford","1967-06-05"
"538",1423,531,0.74189,2004,"Bobby Higginson","1970-08-18"
"539",1424,556,0.766244,2004,"Omar Infante","1981-12-26"
"540",1425,458,0.793431,2004,"Brandon Inge","1977-05-19"
"541",1426,16,0.454167,2004,"Damian Jackson","1973-08-16"
"542",45143,5,0,2006,"Delwyn Young","1982-06-30"
"543",1127,610,1.01435,2006,"Jim Thome","1970-08-27"
"544",10650,206,0.645579,2007,"Damian Miller","1969-10-13"
"545",761,100,0.741053,2006,"Juan Castro","1972-06-20"
"546",685,152,0.612264,2006,"Todd Pratt","1967-02-09"
"547",688,758,0.811277,2006,"Jimmy Rollins","1978-11-27"
"548",712,110,0.447706,2006,"Humberto Cota","1979-02-07"
"549",717,717,0.771131,2006,"Brian Giles","1971-01-20"
"550",732,369,0.576571,2006,"Abraham Nunez","1976-03-16"
"551",734,660,0.912121,2006,"Aramis Ramirez","1978-06-25"
"552",750,286,0.817592,2006,"Craig Wilson","1976-11-30"
"553",751,594,0.686405,2006,"Jack Wilson","1977-12-29"
"554",592,486,0.827645,2006,"Ty Wigginton","1977-10-11"
"555",593,168,0.744586,2006,"Vance Wilson","1973-03-17"
"556",1308,245,0.821516,2007,"Tony Clark","1972-06-15"
"557",1317,322,0.794657,2007,"Cliff Floyd","1972-12-05"
"558",1321,466,0.699556,2007,"Nomar Garciaparra","1973-07-23"
"559",1327,74,0.599614,2007,"Shea Hillenbrand","1975-07-27"
"560",1346,653,0.78441,2007,"Freddy Sanchez","1977-12-21"
"561",1358,636,0.878027,2007,"Carlos Beltran","1977-04-24"
"562",1413,218,0.824119,2007,"Damion Easley","1969-11-11"
"563",1417,221,0.61366,2007,"Robert Fick","1974-03-15"
"564",1436,55,0.637848,2007,"Craig Monroe","1977-02-27"
"565",1437,150,0.669394,2007,"Eric Munson","1977-10-03"
"566",846,511,0.692942,2004,"Jay Payton","1972-11-22"
"567",1139,267,0.622306,2005,"Willie Bloomquist","1977-11-27"
"568",783,246,0.740493,2004,"Austin Kearns","1980-05-20"
"569",785,386,0.770638,2004,"Barry Larkin","1964-04-28"
"570",786,135,0.642687,2004,"Brandon Larson","1976-05-24"
"571",1358,309,0.900718,2004,"Carlos Beltran","1977-04-24"
"572",1359,36,0.457143,2004,"Brandon Berger","1975-02-21"
"573",1360,554,0.692598,2004,"Angel Berroa","1980-01-27"
"574",26,463,0.706622,2005,"Mark Loretta","1971-08-14"
"575",1004,80,0.916447,2004,"Josh Phelps","1978-05-12"
"576",262,72,0.886198,2004,"Augie Ojeda","1974-12-20"
"577",280,389,0.728105,2004,"Rod Barajas","1975-09-05"
"578",548,223,0.702273,2004,"Roger Cedeno","1974-08-16"
"579",551,419,0.781768,2004,"Brady Clark","1973-04-18"
"580",568,154,0.608891,2004,"Joe McEwing","1972-10-19"
"581",1022,5,0.65,2004,"Tom Wilson","1970-12-19"
"582",1023,175,0.71612,2004,"Dewayne Wise","1978-02-24"
"583",1044,19,0.878289,2004,"Ben Grieve","1976-05-04"
"584",1044,275,0.778166,2004,"Ben Grieve","1976-05-04"
"585",1078,597,0.786372,2004,"Milton Bradley","1978-04-15"
"586",1088,159,0.595152,2004,"Einar Diaz","1972-12-28"
"587",1095,202,0.673319,2004,"Karim Garcia","1975-10-29"
"588",43032,373,0.59791,2005,"Chris Snyder","1981-02-12"
"589",42675,18,0.435294,2005,"Adam Shabala","1978-02-06"
"590",42709,104,0.885989,2005,"Ryan Shealy","1979-08-29"
"591",42322,2,0,2005,"Danny Sandoval","1979-04-07"
"592",42557,26,0.599359,2005,"Skip Schumaker","1980-02-03"
"593",42577,89,0.557163,2005,"Luke Scott","1978-06-25"
"594",31341,16,0.3875,2004,"Ramon Castro","1979-10-23"
"595",1170,202,0.758533,2004,"Jose Offerman","1968-11-08"
"596",1171,188,0.763362,2004,"John Olerud","1968-08-05"
"597",981,551,0.906986,2004,"Carlos Delgado","1972-06-25"
"598",136,99,0.52706,2004,"Lenny Harris","1964-10-28"
"599",114,157,0.571071,2004,"Paul Bako","1972-06-20"
"600",976,197,0.558123,2004,"Kevin Cash","1977-12-06"
"601",980,636,0.765833,2004,"Jose Cruz Jr.","1974-04-19"
"602",32570,12,0.60606,2004,"Jose Bautista","1980-10-19"
"603",32570,26,0.470769,2004,"Jose Bautista","1980-10-19"
"604",32570,15,0.5,2004,"Jose Bautista","1980-10-19"
"605",32500,14,0.237179,2004,"Jason Bartlett","1979-10-30"
"606",1310,702,0.856993,2004,"Johnny Damon","1973-11-05"
"607",1311,86,0.738914,2004,"Brian Daubach","1972-02-11"
"608",1321,169,0.866864,2004,"Nomar Garciaparra","1973-07-23"
"609",1335,214,0.769173,2004,"Lou Merloni","1971-04-06"
"610",1337,182,0.893132,2004,"Doug Mirabelli","1970-10-18"
"611",1339,167,0.887313,2004,"Trot Nixon","1974-04-11"
"612",1141,44,0.683278,2004,"Pat Borders","1963-05-14"
"613",1141,55,0.486723,2004,"Pat Borders","1963-05-14"
"614",1149,171,0.676471,2004,"Ben Davis","1977-03-10"
"615",1149,37,0.253071,2004,"Ben Davis","1977-03-10"
"616",310,172,0.751432,2004,"Quinton McCracken","1970-08-16"
"617",311,349,0.568145,2004,"Chad Moeller","1975-02-18"
"618",318,668,0.863142,2004,"Lyle Overbay","1977-01-28"
"619",324,263,0.779832,2004,"Junior Spivey","1975-01-28"
"620",332,606,0.73467,2004,"Tony Womack","1969-09-25"
"621",340,657,1.01689,2004,"Adrian Beltre","1979-04-07"
"622",345,10,0.2,2004,"Chin-Feng Chen","1977-10-28"
"623",346,484,0.744654,2004,"Alex Cora","1975-10-18"
"624",655,534,0.820526,2004,"Pat Burrell","1976-10-10"
"625",656,378,0.608043,2004,"Marlon Byrd","1977-08-30"
"626",925,542,0.848388,2004,"Ray Durham","1971-11-30"
"627",930,192,0.678378,2004,"Jason Grabowski","1976-05-24"
"628",732,195,0.593292,2004,"Abraham Nunez","1976-03-16"
"629",734,606,0.950634,2004,"Aramis Ramirez","1978-06-25"
"630",750,644,0.853146,2004,"Craig Wilson","1976-11-30"
"631",751,693,0.793866,2004,"Jack Wilson","1977-12-29"
"632",271,539,0.848832,2004,"Sammy Sosa","1968-11-12"
"633",272,174,0.562192,2004,"Chris Stynes","1973-01-19"
"634",283,582,0.732928,2004,"Danny Bautista","1972-05-24"
"635",287,613,0.66464,2004,"Alex Cintron","1978-12-17"
"636",288,28,0.253968,2004,"Greg Colbrunn","1969-07-26"
"637",1084,538,0.790074,2004,"Coco Crisp","1979-11-01"
"638",31447,106,0.574151,2012,"James Loney","1984-05-07"
"639",31483,697,0.999222,2012,"Miguel Cabrera","1983-04-18"
"640",31485,527,0.812461,2012,"Adrian Gonzalez","1982-05-08"
"641",31494,615,0.889939,2012,"Josh Willingham","1979-02-17"
"642",998,671,0.659383,2007,"Felipe Lopez","1980-05-12"
"643",994,601,0.816845,2007,"Orlando Hudson","1977-12-12"
"644",1064,27,0,2009,"Jason Smith","1977-07-24"
"645",1073,597,0.671342,2009,"Randy Winn","1974-06-09"
"646",1077,301,0.654647,2009,"Josh Bard","1978-03-30"
"647",49075,79,0.6974,2012,"Drew Sutton","1983-06-30"
"648",49076,164,0.725098,2012,"Kurt Suzuki","1983-10-04"
"649",49082,374,0.663565,2012,"Jose Tabata","1988-08-12"
"650",49138,470,0.764741,2012,"Will Venable","1982-10-29"
"651",49200,196,0.825239,2012,"Eric Young Jr.","1985-05-25"
"652",49251,105,0.515306,2012,"Brandon Barnes","1986-05-15"
"653",49255,211,0.778337,2012,"Mike Baxter","1984-12-07"
"654",45441,116,0.769161,2012,"George Kottaras","1983-05-10"
"655",45449,487,0.698428,2012,"Brian McCann","1984-02-20"
"656",45453,228,0.778157,2012,"Scott Moore","1983-11-17"
"657",45465,440,0.7836,2012,"Hunter Pence","1983-04-13"
"658",45465,248,0.671011,2012,"Hunter Pence","1983-04-13"
"659",45468,340,0.87705,2012,"Carlos Quentin","1982-08-28"
"660",45469,80,0.721429,2012,"Omar Quintanilla","1981-10-24"
"661",45470,280,0.662898,2012,"Ryan Roberts","1980-09-19"
"662",45473,73,0.698232,2012,"Nate Schierholtz","1984-02-15"
"663",45473,196,0.738572,2012,"Nate Schierholtz","1984-02-15"
"664",45480,202,0.627275,2012,"Ian Stewart","1985-04-05"
"665",45487,475,1.04053,2012,"Joey Votto","1983-09-10"
"666",45492,363,0.745141,2012,"Chris Young","1983-09-05"
"667",844,335,0.894659,2006,"Greg Norton","1972-07-06"
"668",846,588,0.743142,2006,"Jay Payton","1972-11-22"
"669",858,495,0.697807,2006,"Juan Uribe","1979-03-22"
"670",31518,614,0.745578,2007,"Jason Bay","1978-09-20"
"671",31525,659,0.759436,2007,"Khalil Greene","1979-10-21"
"672",31526,30,0.455555,2007,"Ben Johnson","1981-06-18"
"673",31514,711,0.962673,2007,"David Wright","1982-12-20"
"674",31477,3,0.666666,2007,"Chip Ambres","1979-12-19"
"675",31483,680,0.965215,2007,"Miguel Cabrera","1983-04-18"
"676",31485,720,0.84877,2007,"Adrian Gonzalez","1982-05-08"
"677",31494,604,0.82681,2007,"Josh Willingham","1979-02-17"
"678",31495,25,0.332632,2007,"Josh Wilson","1981-03-26"
"679",31511,765,0.775386,2007,"Jose Reyes","1983-06-11"
"680",56615,626,0.685782,2014,"Ben Revere","1988-05-03"
"681",56655,10,0.733333,2014,"Clint Robinson","1985-02-16"
"682",58373,10,0,2014,"Ryan Lavarnway","1987-08-07"
"683",58394,74,0.626064,2014,"Steve Lombardozzi","1988-09-20"
"684",58488,408,0.70647,2014,"Daniel Nava","1983-02-22"
"685",58494,118,0.635275,2014,"Adrian Nieto","1989-11-12"
"686",58541,3,0,2014,"Cord Phelps","1987-01-23"
"687",58630,22,0.560606,2014,"Jerry Sands","1987-09-28"
"688",58670,88,0.445402,2014,"JB Shuck","1987-06-18"
"689",58670,26,0.153846,2014,"JB Shuck","1987-06-18"
"690",58692,276,0.614072,2014,"Justin Smoak","1986-12-05"
"691",58767,201,0.616652,2014,"Christian Vazquez","1990-08-21"
"692",58789,13,0.727273,2014,"Jemile Weeks","1987-01-26"
"693",58789,32,0.829327,2014,"Jemile Weeks","1987-01-26"
"694",58831,512,0.651306,2014,"Jason Castro","1987-06-18"
"695",58842,275,0.617599,2014,"Caleb Joseph","1986-06-18"
"696",58869,197,0.666667,2014,"Daniel Robertson","1985-09-30"
"697",58899,457,0.685729,2014,"Alex Avila","1987-01-29"
"698",58915,336,0.616329,2014,"Logan Forsythe","1987-01-14"
"699",59016,190,0.718054,2014,"Avisail Garcia","1991-06-12"
"700",59021,6,0.533333,2014,"Hernan Perez","1991-03-26"
"701",59199,93,0.717093,2014,"Nate Freiman","1986-12-31"
"702",59275,480,0.911621,2014,"J.D. Martinez","1987-08-21"
"703",59285,103,0.635089,2014,"Grant Green","1987-09-27"
"704",59421,52,0.36252,2014,"Nick Franklin","1991-03-02"
"705",59421,38,0.616099,2014,"Nick Franklin","1991-03-02"
"706",59431,20,0.8,2014,"Max Stassi","1991-03-15"
"707",59432,705,0.938767,2014,"Mike Trout","1991-08-07"
"708",59467,95,0.675817,2014,"Roberto Perez","1988-12-23"
"709",59550,190,0.533478,2014,"Stefen Romero","1988-10-17"
"710",59660,89,0.768068,2014,"Enrique Hernandez","1991-08-24"
"711",59664,492,0.711442,2014,"Brock Holt","1988-06-11"
"712",59688,289,0.620279,2014,"Jonathan Villar","1991-05-02"
"713",59768,430,0.824409,2014,"Danny Santana","1990-11-07"
"714",59769,410,0.751613,2014,"Oswaldo Arcia","1991-05-09"
"715",59818,71,0.55084,2014,"Tomas Telis","1991-06-18"
"716",59871,38,0.331738,2014,"Jesus Aguilar","1990-06-30"
"717",59995,16,0.191667,2014,"Brad Glenn","1987-04-02"
"718",60002,79,0.506498,2014,"Chris Herrmann","1987-11-24"
"719",60007,555,0.640469,2014,"Jason Kipnis","1987-04-03"
"720",60009,282,0.722268,2014,"Brett Lawrie","1990-01-18"
"721",60144,193,0.479274,2014,"Ryan Goins","1988-02-13"
"722",60150,3,0,2014,"Lane Adams","1989-11-13"
"723",60169,14,0.485714,2014,"Vince Belnome","1988-03-11"
"724",60219,707,0.761558,2014,"Brian Dozier","1987-05-15"
"725",60258,9,0.347222,2014,"Alex Hassan","1988-04-01"
"726",60293,234,0.772053,2014,"Kennys Vargas","1990-08-01"
"727",60379,20,0.618421,2014,"Dan Butler","1986-10-17"
"728",60423,18,0.0555556,2014,"Domingo Santana","1992-08-05"
"729",60608,208,0.601427,2014,"Marc Krauss","1987-10-05"
"730",60633,85,0.688017,2014,"John Ryan Murphy","1991-05-13"
"731",60635,361,0.613629,2014,"Wil Myers","1990-12-10"
"732",60649,38,0.72404,2014,"Josh Phegley","1988-02-12"
"733",60672,654,0.788081,2014,"Kyle Seager","1987-11-03"
"734",60676,362,0.620014,2014,"Jon Singleton","1991-09-18"
"735",60834,518,0.784906,2014,"Yan Gomes","1987-07-19"
"736",60900,328,0.588675,2014,"James Jones","1988-09-24"
"737",61057,542,0.691542,2014,"Dustin Ackley","1988-02-26"
"738",65858,26,0.692308,2014,"Bryce Brentz","1988-12-30"
"739",65863,49,0.863889,2014,"Christian Colon","1989-05-14"
"740",65923,45,0.363824,2014,"Andy Wilkins","1988-09-13"
"741",65939,76,0.602441,2014,"Tyler Holt","1989-03-10"
"742",65980,411,0.6533,2014,"Brad Miller","1989-10-18"
"743",37425,176,0.835227,2004,"Bucky Jacobsen","1975-08-30"
"744",38457,115,0.739422,2004,"Justin Leone","1977-03-09"
"745",38641,6,0.75,2004,"Mickey Lopez","1973-11-17"
"746",38860,13,0.384615,2004,"Val Majewski","1981-06-19"
"747",40112,27,0.481481,2004,"Donnie Murphy","1983-03-10"
"748",40216,7,0.857142,2004,"Dioner Navarro","1984-02-09"
"749",40963,28,0.601429,2004,"Jhonny Peralta","1982-05-28"
"750",41105,6,0.533333,2004,"Paul Phillips","1977-04-15"
"751",41236,56,0.515306,2004,"Simon Pond","1976-10-27"
"752",41319,36,0.680556,2004,"Alex Prieto","1976-06-19"
"753",41386,177,0.92613,2004,"Robb Quinlan","1977-03-17"
"754",41409,31,0.365962,2004,"Ryan Raburn","1981-04-17"
"755",41542,66,0.935214,2004,"Jeremy Reed","1981-06-15"
"756",41774,3,0,2004,"Rene Rivera","1983-07-31"
"757",42070,2,0,2004,"Mike Rose","1976-08-25"
"758",42726,56,0.604038,2004,"Chris Shelton","1980-06-26"
"759",43755,48,0.833333,2004,"Terry Tiffee","1979-04-21"
"760",44075,46,0.592248,2004,"Wilson Valdez","1978-05-20"
"761",45360,21,0.432748,2004,"Ramon Nivar","1980-02-22"
"762",45374,177,0.732669,2004,"B.J. Upton","1984-08-21"
"763",3,448,0.631184,2004,"Brad Ausmus","1969-04-14"
"764",4,679,0.84206,2004,"Jeff Bagwell","1968-05-27"
"765",6,687,1.01596,2004,"Lance Berkman","1976-02-10"
"766",7,700,0.806386,2004,"Craig Biggio","1965-12-14"
"767",15,456,0.741569,2004,"Morgan Ensberg","1975-08-26"
"768",16,435,0.702608,2004,"Adam Everett","1977-02-02"
"769",19,220,0.721151,2004,"Richard Hidalgo","1975-06-28"
"770",19,358,0.759052,2004,"Richard Hidalgo","1975-06-28"
"771",26,707,0.886342,2004,"Mark Loretta","1971-08-14"
"772",1310,671,0.841037,2006,"Johnny Damon","1973-11-05"
"773",1327,319,0.821423,2006,"Shea Hillenbrand","1975-07-27"
"774",1335,23,0.548872,2006,"Lou Merloni","1971-04-06"
"775",1337,176,0.602979,2006,"Doug Mirabelli","1970-10-18"
"776",45939,115,0.821067,2009,"Sam Fuld","1981-11-20"
"777",1321,169,0.701109,2009,"Nomar Garciaparra","1973-07-23"
"778",40354,65,0.395089,2008,"Jayson Nix","1982-08-26"
